"Date","CUURA319SA0"
1927-01-01,NA
1927-02-01,NA
1927-03-01,NA
1927-04-01,NA
1927-05-01,NA
1927-06-01,18.1
1927-07-01,NA
1927-08-01,NA
1927-09-01,NA
1927-10-01,NA
1927-11-01,NA
1927-12-01,17.2
1928-01-01,NA
1928-02-01,NA
1928-03-01,NA
1928-04-01,NA
1928-05-01,NA
1928-06-01,17.4
1928-07-01,NA
1928-08-01,NA
1928-09-01,NA
1928-10-01,NA
1928-11-01,NA
1928-12-01,17.3
1929-01-01,NA
1929-02-01,NA
1929-03-01,NA
1929-04-01,NA
1929-05-01,NA
1929-06-01,17.1
1929-07-01,NA
1929-08-01,NA
1929-09-01,NA
1929-10-01,NA
1929-11-01,NA
1929-12-01,17.1
1930-01-01,NA
1930-02-01,NA
1930-03-01,NA
1930-04-01,NA
1930-05-01,NA
1930-06-01,16.5
1930-07-01,NA
1930-08-01,NA
1930-09-01,NA
1930-10-01,NA
1930-11-01,NA
1930-12-01,15.8
1931-01-01,NA
1931-02-01,NA
1931-03-01,NA
1931-04-01,NA
1931-05-01,NA
1931-06-01,14.8
1931-07-01,NA
1931-08-01,NA
1931-09-01,NA
1931-10-01,NA
1931-11-01,NA
1931-12-01,14
1932-01-01,NA
1932-02-01,NA
1932-03-01,NA
1932-04-01,NA
1932-05-01,NA
1932-06-01,13.4
1932-07-01,NA
1932-08-01,NA
1932-09-01,NA
1932-10-01,NA
1932-11-01,NA
1932-12-01,12.6
1933-01-01,NA
1933-02-01,NA
1933-03-01,NA
1933-04-01,NA
1933-05-01,NA
1933-06-01,12.5
1933-07-01,NA
1933-08-01,NA
1933-09-01,NA
1933-10-01,NA
1933-11-01,NA
1933-12-01,12.9
1934-01-01,NA
1934-02-01,NA
1934-03-01,NA
1934-04-01,NA
1934-05-01,NA
1934-06-01,13.1
1934-07-01,NA
1934-08-01,NA
1934-09-01,NA
1934-10-01,NA
1934-11-01,13.4
1934-12-01,NA
1935-01-01,NA
1935-02-01,NA
1935-03-01,13.4
1935-04-01,NA
1935-05-01,NA
1935-06-01,NA
1935-07-01,13.4
1935-08-01,NA
1935-09-01,NA
1935-10-01,13.7
1935-11-01,NA
1935-12-01,NA
1936-01-01,13.8
1936-02-01,NA
1936-03-01,NA
1936-04-01,13.5
1936-05-01,NA
1936-06-01,NA
1936-07-01,13.7
1936-08-01,NA
1936-09-01,13.9
1936-10-01,NA
1936-11-01,NA
1936-12-01,13.9
1937-01-01,NA
1937-02-01,NA
1937-03-01,14
1937-04-01,NA
1937-05-01,NA
1937-06-01,14.1
1937-07-01,NA
1937-08-01,NA
1937-09-01,14.3
1937-10-01,NA
1937-11-01,NA
1937-12-01,14.1
1938-01-01,NA
1938-02-01,NA
1938-03-01,13.8
1938-04-01,NA
1938-05-01,NA
1938-06-01,13.6
1938-07-01,NA
1938-08-01,NA
1938-09-01,13.8
1938-10-01,NA
1938-11-01,NA
1938-12-01,13.8
1939-01-01,NA
1939-02-01,NA
1939-03-01,13.6
1939-04-01,NA
1939-05-01,NA
1939-06-01,13.5
1939-07-01,NA
1939-08-01,NA
1939-09-01,13.8
1939-10-01,NA
1939-11-01,NA
1939-12-01,13.6
1940-01-01,NA
1940-02-01,NA
1940-03-01,13.7
1940-04-01,NA
1940-05-01,NA
1940-06-01,13.5
1940-07-01,NA
1940-08-01,NA
1940-09-01,13.6
1940-10-01,NA
1940-11-01,NA
1940-12-01,13.8
1941-01-01,NA
1941-02-01,NA
1941-03-01,13.8
1941-04-01,NA
1941-05-01,NA
1941-06-01,14.2
1941-07-01,NA
1941-08-01,NA
1941-09-01,14.8
1941-10-01,NA
1941-11-01,NA
1941-12-01,15.2
1942-01-01,NA
1942-02-01,NA
1942-03-01,15.7
1942-04-01,NA
1942-05-01,NA
1942-06-01,15.9
1942-07-01,NA
1942-08-01,NA
1942-09-01,16.1
1942-10-01,NA
1942-11-01,NA
1942-12-01,16.4
1943-01-01,NA
1943-02-01,NA
1943-03-01,16.9
1943-04-01,NA
1943-05-01,NA
1943-06-01,17.2
1943-07-01,NA
1943-08-01,NA
1943-09-01,17.1
1943-10-01,NA
1943-11-01,NA
1943-12-01,17.1
1944-01-01,NA
1944-02-01,NA
1944-03-01,17
1944-04-01,NA
1944-05-01,NA
1944-06-01,17.3
1944-07-01,NA
1944-08-01,NA
1944-09-01,17.5
1944-10-01,NA
1944-11-01,NA
1944-12-01,17.7
1945-01-01,NA
1945-02-01,NA
1945-03-01,17.7
1945-04-01,NA
1945-05-01,NA
1945-06-01,17.9
1945-07-01,NA
1945-08-01,NA
1945-09-01,18.1
1945-10-01,NA
1945-11-01,NA
1945-12-01,18.1
1946-01-01,NA
1946-02-01,NA
1946-03-01,18.1
1946-04-01,NA
1946-05-01,NA
1946-06-01,18.4
1946-07-01,NA
1946-08-01,NA
1946-09-01,20.2
1946-10-01,NA
1946-11-01,NA
1946-12-01,21.4
1947-01-01,NA
1947-02-01,NA
1947-03-01,22.2
1947-04-01,NA
1947-05-01,NA
1947-06-01,21.9
1947-07-01,NA
1947-08-01,22.3
1947-09-01,NA
1947-10-01,NA
1947-11-01,23.1
1947-12-01,NA
1948-01-01,NA
1948-02-01,23.3
1948-03-01,NA
1948-04-01,NA
1948-05-01,23.6
1948-06-01,NA
1948-07-01,NA
1948-08-01,24.4
1948-09-01,NA
1948-10-01,NA
1948-11-01,24
1948-12-01,NA
1949-01-01,NA
1949-02-01,23.6
1949-03-01,NA
1949-04-01,NA
1949-05-01,23.7
1949-06-01,NA
1949-07-01,NA
1949-08-01,24
1949-09-01,NA
1949-10-01,NA
1949-11-01,23.8
1949-12-01,NA
1950-01-01,NA
1950-02-01,23.4
1950-03-01,NA
1950-04-01,NA
1950-05-01,23.6
1950-06-01,NA
1950-07-01,NA
1950-08-01,24.4
1950-09-01,NA
1950-10-01,NA
1950-11-01,24.8
1950-12-01,NA
1951-01-01,NA
1951-02-01,25.8
1951-03-01,NA
1951-04-01,NA
1951-05-01,26.5
1951-06-01,NA
1951-07-01,NA
1951-08-01,26.5
1951-09-01,NA
1951-10-01,NA
1951-11-01,26.9
1951-12-01,NA
1952-01-01,NA
1952-02-01,26.8
1952-03-01,NA
1952-04-01,NA
1952-05-01,26.7
1952-06-01,NA
1952-07-01,NA
1952-08-01,27.3
1952-09-01,NA
1952-10-01,NA
1952-11-01,27.3
1952-12-01,27.2
1953-01-01,NA
1953-02-01,NA
1953-03-01,27.2
1953-04-01,NA
1953-05-01,NA
1953-06-01,27.3
1953-07-01,NA
1953-08-01,NA
1953-09-01,27.4
1953-10-01,NA
1953-11-01,NA
1953-12-01,27.3
1954-01-01,NA
1954-02-01,NA
1954-03-01,27.3
1954-04-01,NA
1954-05-01,NA
1954-06-01,27.4
1954-07-01,NA
1954-08-01,NA
1954-09-01,27.1
1954-10-01,NA
1954-11-01,NA
1954-12-01,27
1955-01-01,NA
1955-02-01,NA
1955-03-01,26.9
1955-04-01,NA
1955-05-01,NA
1955-06-01,27
1955-07-01,NA
1955-08-01,NA
1955-09-01,27.3
1955-10-01,NA
1955-11-01,NA
1955-12-01,27.3
1956-01-01,NA
1956-02-01,NA
1956-03-01,27.2
1956-04-01,NA
1956-05-01,NA
1956-06-01,27.5
1956-07-01,NA
1956-08-01,NA
1956-09-01,27.7
1956-10-01,NA
1956-11-01,NA
1956-12-01,27.8
1957-01-01,NA
1957-02-01,NA
1957-03-01,28.1
1957-04-01,NA
1957-05-01,NA
1957-06-01,28.2
1957-07-01,NA
1957-08-01,NA
1957-09-01,28.5
1957-10-01,NA
1957-11-01,NA
1957-12-01,28.5
1958-01-01,NA
1958-02-01,NA
1958-03-01,29.1
1958-04-01,NA
1958-05-01,NA
1958-06-01,29.1
1958-07-01,NA
1958-08-01,NA
1958-09-01,29
1958-10-01,NA
1958-11-01,NA
1958-12-01,29
1959-01-01,NA
1959-02-01,NA
1959-03-01,28.9
1959-04-01,NA
1959-05-01,NA
1959-06-01,29.2
1959-07-01,NA
1959-08-01,NA
1959-09-01,29.3
1959-10-01,NA
1959-11-01,NA
1959-12-01,29.4
1960-01-01,NA
1960-02-01,NA
1960-03-01,29.5
1960-04-01,NA
1960-05-01,NA
1960-06-01,29.6
1960-07-01,NA
1960-08-01,NA
1960-09-01,29.8
1960-10-01,NA
1960-11-01,NA
1960-12-01,29.7
1961-01-01,NA
1961-02-01,NA
1961-03-01,29.7
1961-04-01,NA
1961-05-01,NA
1961-06-01,29.7
1961-07-01,NA
1961-08-01,NA
1961-09-01,29.9
1961-10-01,NA
1961-11-01,NA
1961-12-01,29.8
1962-01-01,NA
1962-02-01,NA
1962-03-01,29.9
1962-04-01,NA
1962-05-01,NA
1962-06-01,30
1962-07-01,NA
1962-08-01,NA
1962-09-01,30.2
1962-10-01,NA
1962-11-01,NA
1962-12-01,30.1
1963-01-01,NA
1963-02-01,NA
1963-03-01,30.2
1963-04-01,NA
1963-05-01,NA
1963-06-01,30.2
1963-07-01,NA
1963-08-01,NA
1963-09-01,30.3
1963-10-01,NA
1963-11-01,NA
1963-12-01,30.5
1964-01-01,NA
1964-02-01,NA
1964-03-01,30.7
1964-04-01,NA
1964-05-01,NA
1964-06-01,30.6
1964-07-01,NA
1964-08-01,NA
1964-09-01,30.9
1964-10-01,NA
1964-11-01,NA
1964-12-01,31
1965-01-01,NA
1965-02-01,NA
1965-03-01,31
1965-04-01,NA
1965-05-01,NA
1965-06-01,31.1
1965-07-01,NA
1965-08-01,NA
1965-09-01,31.2
1965-10-01,NA
1965-11-01,NA
1965-12-01,31.5
1966-01-01,NA
1966-02-01,NA
1966-03-01,31.8
1966-04-01,NA
1966-05-01,NA
1966-06-01,32
1966-07-01,NA
1966-08-01,NA
1966-09-01,32.5
1966-10-01,NA
1966-11-01,NA
1966-12-01,32.7
1967-01-01,NA
1967-02-01,NA
1967-03-01,32.9
1967-04-01,NA
1967-05-01,NA
1967-06-01,33.1
1967-07-01,NA
1967-08-01,NA
1967-09-01,33.3
1967-10-01,NA
1967-11-01,NA
1967-12-01,33.7
1968-01-01,NA
1968-02-01,NA
1968-03-01,34
1968-04-01,NA
1968-05-01,NA
1968-06-01,34.3
1968-07-01,NA
1968-08-01,NA
1968-09-01,35
1968-10-01,NA
1968-11-01,NA
1968-12-01,35.2
1969-01-01,NA
1969-02-01,NA
1969-03-01,36
1969-04-01,NA
1969-05-01,NA
1969-06-01,36.4
1969-07-01,NA
1969-08-01,NA
1969-09-01,37.1
1969-10-01,NA
1969-11-01,NA
1969-12-01,37.5
1970-01-01,NA
1970-02-01,NA
1970-03-01,38
1970-04-01,NA
1970-05-01,NA
1970-06-01,38.6
1970-07-01,NA
1970-08-01,NA
1970-09-01,39
1970-10-01,NA
1970-11-01,NA
1970-12-01,39.6
1971-01-01,NA
1971-02-01,NA
1971-03-01,39.9
1971-04-01,NA
1971-05-01,NA
1971-06-01,40.6
1971-07-01,NA
1971-08-01,NA
1971-09-01,40.5
1971-10-01,NA
1971-11-01,NA
1971-12-01,41
1972-01-01,NA
1972-02-01,NA
1972-03-01,41.1
1972-04-01,NA
1972-05-01,NA
1972-06-01,41.4
1972-07-01,NA
1972-08-01,NA
1972-09-01,42.1
1972-10-01,NA
1972-11-01,NA
1972-12-01,42.3
1973-01-01,NA
1973-02-01,NA
1973-03-01,43.1
1973-04-01,NA
1973-05-01,NA
1973-06-01,44
1973-07-01,NA
1973-08-01,NA
1973-09-01,45.4
1973-10-01,NA
1973-11-01,NA
1973-12-01,46.1
1974-01-01,NA
1974-02-01,NA
1974-03-01,47.8
1974-04-01,NA
1974-05-01,NA
1974-06-01,48.8
1974-07-01,NA
1974-08-01,NA
1974-09-01,50.6
1974-10-01,NA
1974-11-01,NA
1974-12-01,51.7
1975-01-01,NA
1975-02-01,NA
1975-03-01,52.6
1975-04-01,NA
1975-05-01,NA
1975-06-01,53.4
1975-07-01,NA
1975-08-01,NA
1975-09-01,54.6
1975-10-01,NA
1975-11-01,NA
1975-12-01,55.1
1976-01-01,NA
1976-02-01,NA
1976-03-01,55.2
1976-04-01,NA
1976-05-01,NA
1976-06-01,55.9
1976-07-01,NA
1976-08-01,NA
1976-09-01,56.9
1976-10-01,NA
1976-11-01,NA
1976-12-01,57
1977-01-01,NA
1977-02-01,NA
1977-03-01,58.4
1977-04-01,NA
1977-05-01,NA
1977-06-01,59.4
1977-07-01,NA
1977-08-01,NA
1977-09-01,60.7
1977-10-01,NA
1977-11-01,NA
1977-12-01,61.2
1978-01-01,NA
1978-02-01,61.7
1978-03-01,NA
1978-04-01,62.5
1978-05-01,NA
1978-06-01,63.6
1978-07-01,NA
1978-08-01,64.7
1978-09-01,NA
1978-10-01,65.9
1978-11-01,NA
1978-12-01,65.9
1979-01-01,NA
1979-02-01,66.9
1979-03-01,NA
1979-04-01,68.5
1979-05-01,NA
1979-06-01,70.5
1979-07-01,NA
1979-08-01,71.9
1979-09-01,NA
1979-10-01,73.2
1979-11-01,NA
1979-12-01,74
1980-01-01,NA
1980-02-01,76.4
1980-03-01,NA
1980-04-01,78
1980-05-01,NA
1980-06-01,80.3
1980-07-01,NA
1980-08-01,81.7
1980-09-01,NA
1980-10-01,83
1980-11-01,NA
1980-12-01,85.7
1981-01-01,NA
1981-02-01,87.2
1981-03-01,NA
1981-04-01,88.2
1981-05-01,NA
1981-06-01,89.3
1981-07-01,NA
1981-08-01,91.6
1981-09-01,NA
1981-10-01,93.3
1981-11-01,NA
1981-12-01,93.6
1982-01-01,NA
1982-02-01,92.8
1982-03-01,NA
1982-04-01,92.9
1982-05-01,NA
1982-06-01,96.5
1982-07-01,NA
1982-08-01,98
1982-09-01,NA
1982-10-01,98.8
1982-11-01,NA
1982-12-01,98.2
1983-01-01,NA
1983-02-01,97.9
1983-03-01,NA
1983-04-01,98.7
1983-05-01,NA
1983-06-01,100.2
1983-07-01,NA
1983-08-01,100.8
1983-09-01,NA
1983-10-01,100.9
1983-11-01,NA
1983-12-01,101.9
1984-01-01,NA
1984-02-01,102.6
1984-03-01,NA
1984-04-01,103.2
1984-05-01,NA
1984-06-01,104.1
1984-07-01,NA
1984-08-01,104.8
1984-09-01,NA
1984-10-01,105.4
1984-11-01,NA
1984-12-01,105.5
1985-01-01,NA
1985-02-01,107
1985-03-01,NA
1985-04-01,107.6
1985-05-01,NA
1985-06-01,108.8
1985-07-01,NA
1985-08-01,109.9
1985-09-01,NA
1985-10-01,110.4
1985-11-01,NA
1985-12-01,111.2
1986-01-01,NA
1986-02-01,111.7
1986-03-01,NA
1986-04-01,111.1
1986-05-01,NA
1986-06-01,112.2
1986-07-01,NA
1986-08-01,112.4
1986-09-01,NA
1986-10-01,112.7
1986-11-01,NA
1986-12-01,113.5
1987-01-01,NA
1987-02-01,NA
1987-03-01,NA
1987-04-01,NA
1987-05-01,NA
1987-06-01,NA
1987-07-01,NA
1987-08-01,NA
1987-09-01,NA
1987-10-01,NA
1987-11-01,NA
1987-12-01,NA
1988-01-01,NA
1988-02-01,NA
1988-03-01,NA
1988-04-01,NA
1988-05-01,NA
1988-06-01,NA
1988-07-01,NA
1988-08-01,NA
1988-09-01,NA
1988-10-01,NA
1988-11-01,NA
1988-12-01,NA
1989-01-01,NA
1989-02-01,NA
1989-03-01,NA
1989-04-01,NA
1989-05-01,NA
1989-06-01,NA
1989-07-01,NA
1989-08-01,NA
1989-09-01,NA
1989-10-01,NA
1989-11-01,NA
1989-12-01,NA
1990-01-01,NA
1990-02-01,NA
1990-03-01,NA
1990-04-01,NA
1990-05-01,NA
1990-06-01,NA
1990-07-01,NA
1990-08-01,NA
1990-09-01,NA
1990-10-01,NA
1990-11-01,NA
1990-12-01,NA
1991-01-01,NA
1991-02-01,NA
1991-03-01,NA
1991-04-01,NA
1991-05-01,NA
1991-06-01,NA
1991-07-01,NA
1991-08-01,NA
1991-09-01,NA
1991-10-01,NA
1991-11-01,NA
1991-12-01,NA
1992-01-01,NA
1992-02-01,NA
1992-03-01,NA
1992-04-01,NA
1992-05-01,NA
1992-06-01,NA
1992-07-01,NA
1992-08-01,NA
1992-09-01,NA
1992-10-01,NA
1992-11-01,NA
1992-12-01,NA
1993-01-01,NA
1993-02-01,NA
1993-03-01,NA
1993-04-01,NA
1993-05-01,NA
1993-06-01,NA
1993-07-01,NA
1993-08-01,NA
1993-09-01,NA
1993-10-01,NA
1993-11-01,NA
1993-12-01,NA
1994-01-01,NA
1994-02-01,NA
1994-03-01,NA
1994-04-01,NA
1994-05-01,NA
1994-06-01,NA
1994-07-01,NA
1994-08-01,NA
1994-09-01,NA
1994-10-01,NA
1994-11-01,NA
1994-12-01,NA
1995-01-01,NA
1995-02-01,NA
1995-03-01,NA
1995-04-01,NA
1995-05-01,NA
1995-06-01,NA
1995-07-01,NA
1995-08-01,NA
1995-09-01,NA
1995-10-01,NA
1995-11-01,NA
1995-12-01,NA
1996-01-01,NA
1996-02-01,NA
1996-03-01,NA
1996-04-01,NA
1996-05-01,NA
1996-06-01,NA
1996-07-01,NA
1996-08-01,NA
1996-09-01,NA
1996-10-01,NA
1996-11-01,NA
1996-12-01,NA
1997-01-01,NA
1997-02-01,NA
1997-03-01,NA
1997-04-01,NA
1997-05-01,NA
1997-06-01,NA
1997-07-01,NA
1997-08-01,NA
1997-09-01,NA
1997-10-01,NA
1997-11-01,NA
1997-12-01,159.4
1998-01-01,NA
1998-02-01,159.5
1998-03-01,NA
1998-04-01,160.8
1998-05-01,NA
1998-06-01,162
1998-07-01,NA
1998-08-01,161.9
1998-09-01,NA
1998-10-01,162
1998-11-01,NA
1998-12-01,161.6
1999-01-01,NA
1999-02-01,161.9
1999-03-01,NA
1999-04-01,164
1999-05-01,NA
1999-06-01,164.8
1999-07-01,NA
1999-08-01,165.9
1999-09-01,NA
1999-10-01,166.5
1999-11-01,NA
1999-12-01,167
2000-01-01,NA
2000-02-01,167.5
2000-03-01,NA
2000-04-01,170
2000-05-01,NA
2000-06-01,171.3
2000-07-01,NA
2000-08-01,172.1
2000-09-01,NA
2000-10-01,171.9
2000-11-01,NA
2000-12-01,171.9
2001-01-01,NA
2001-02-01,175.3
2001-03-01,NA
2001-04-01,176.6
2001-05-01,NA
2001-06-01,177.8
2001-07-01,NA
2001-08-01,176.9
2001-09-01,NA
2001-10-01,176.7
2001-11-01,NA
2001-12-01,174.8
2002-01-01,NA
2002-02-01,176.1
2002-03-01,NA
2002-04-01,178.6
2002-05-01,NA
2002-06-01,179.1
2002-07-01,NA
2002-08-01,179.7
2002-09-01,NA
2002-10-01,179.4
2002-11-01,NA
2002-12-01,177.3
2003-01-01,NA
2003-02-01,180.7
2003-03-01,NA
2003-04-01,182.1
2003-05-01,NA
2003-06-01,181.5
2003-07-01,NA
2003-08-01,181.7
2003-09-01,NA
2003-10-01,180.1
2003-11-01,NA
2003-12-01,179
2004-01-01,NA
2004-02-01,180.8
2004-03-01,NA
2004-04-01,182.3
2004-05-01,NA
2004-06-01,185.7
2004-07-01,NA
2004-08-01,184.1
2004-09-01,NA
2004-10-01,183.9
2004-11-01,NA
2004-12-01,183.2
2005-01-01,NA
2005-02-01,185.3
2005-03-01,NA
2005-04-01,188
2005-05-01,NA
2005-06-01,189.6
2005-07-01,NA
2005-08-01,189.5
2005-09-01,NA
2005-10-01,193.9
2005-11-01,NA
2005-12-01,188.7
2006-01-01,NA
2006-02-01,189.8
2006-03-01,NA
2006-04-01,193.9
2006-05-01,NA
2006-06-01,196
2006-07-01,NA
2006-08-01,197.3
2006-09-01,NA
2006-10-01,192.7
2006-11-01,NA
2006-12-01,194.8
2007-01-01,NA
2007-02-01,194.886
2007-03-01,NA
2007-04-01,199.039
2007-05-01,NA
2007-06-01,202.2
2007-07-01,NA
2007-08-01,201.258
2007-09-01,NA
2007-10-01,201.938
2007-11-01,NA
2007-12-01,202.751
2008-01-01,NA
2008-02-01,204.166
2008-03-01,NA
2008-04-01,206.371
2008-05-01,NA
2008-06-01,212.032
2008-07-01,NA
2008-08-01,211.404
2008-09-01,NA
2008-10-01,206.388
2008-11-01,NA
2008-12-01,196.961
2009-01-01,NA
2009-02-01,199.19
2009-03-01,NA
2009-04-01,199.21
2009-05-01,NA
2009-06-01,203.585
2009-07-01,NA
2009-08-01,203.351
2009-09-01,NA
2009-10-01,201.068
2009-11-01,NA
2009-12-01,200.456
2010-01-01,NA
2010-02-01,202.646
2010-03-01,NA
2010-04-01,204.014
2010-05-01,NA
2010-06-01,204.725
2010-07-01,NA
2010-08-01,204.511
2010-09-01,NA
2010-10-01,202.913
2010-11-01,NA
2010-12-01,202.519
2011-01-01,NA
2011-02-01,205.744
2011-03-01,NA
2011-04-01,209.215
2011-05-01,NA
2011-06-01,211.074
2011-07-01,NA
2011-08-01,212.335
2011-09-01,NA
2011-10-01,209.182
2011-11-01,NA
2011-12-01,208.59
2012-01-01,NA
2012-02-01,210.6
2012-03-01,NA
2012-04-01,212.895
2012-05-01,NA
2012-06-01,214.277
2012-07-01,NA
2012-08-01,215.504
2012-09-01,NA
2012-10-01,212.996
2012-11-01,NA
2012-12-01,211.04
2013-01-01,NA
2013-02-01,215.009
2013-03-01,NA
2013-04-01,215.205
2013-05-01,NA
2013-06-01,217.337
2013-07-01,NA
2013-08-01,218.781
2013-09-01,NA
2013-10-01,216.505
2013-11-01,NA
2013-12-01,216.017
2014-01-01,NA
2014-02-01,218.861
2014-03-01,NA
2014-04-01,220.62
2014-05-01,NA
2014-06-01,223.862
2014-07-01,NA
2014-08-01,223.657
2014-09-01,NA
2014-10-01,221.276
2014-11-01,NA
2014-12-01,218.058
2015-01-01,NA
2015-02-01,218.123
2015-03-01,NA
2015-04-01,219.567
2015-05-01,NA
2015-06-01,225.152
2015-07-01,NA
2015-08-01,225.027
2015-09-01,NA
2015-10-01,222.282
2015-11-01,NA
2015-12-01,221.015
2016-01-01,NA
2016-02-01,221.658
2016-03-01,NA
2016-04-01,223.82
2016-05-01,NA
2016-06-01,226.724
2016-07-01,NA
2016-08-01,227.817
2016-09-01,NA
2016-10-01,227.675
2016-11-01,NA
2016-12-01,226.739
2017-01-01,NA
2017-02-01,229.493
2017-03-01,NA
2017-04-01,230.974
2017-05-01,NA
2017-06-01,233.882
2017-07-01,NA
2017-08-01,235.818
2017-09-01,NA
2017-10-01,235.03
2017-11-01,NA
2017-12-01,234.107
2018-01-01,NA
2018-02-01,237
2018-03-01,NA
2018-04-01,237.417
2018-05-01,NA
2018-06-01,240.376
2018-07-01,NA
2018-08-01,241.026
2018-09-01,NA
2018-10-01,238.673
2018-11-01,NA
2018-12-01,237.276
2019-01-01,NA
2019-02-01,240.072
2019-03-01,NA
2019-04-01,243.383
2019-05-01,NA
2019-06-01,243.087
2019-07-01,NA
2019-08-01,246.311
2019-09-01,NA
2019-10-01,245.86
2019-11-01,NA
2019-12-01,245.076
2020-01-01,NA
2020-02-01,247.042
2020-03-01,NA
2020-04-01,242.617
2020-05-01,NA
2020-06-01,245.184
2020-07-01,NA
2020-08-01,248.07
2020-09-01,NA
2020-10-01,248.794
2020-11-01,NA
2020-12-01,249.051
2021-01-01,NA
2021-02-01,252.972
2021-03-01,NA
2021-04-01,257.074
2021-05-01,NA
2021-06-01,261.662
2021-07-01,NA
2021-08-01,264.502
2021-09-01,NA
2021-10-01,268.362
2021-11-01,NA
2021-12-01,273.424
2022-01-01,NA
2022-02-01,279.743
2022-03-01,NA
2022-04-01,284.925
2022-05-01,NA
2022-06-01,291.764
2022-07-01,NA
2022-08-01,295.469
2022-09-01,NA
2022-10-01,297.058
2022-11-01,NA
2022-12-01,295.452
2023-01-01,NA
2023-02-01,299.916
2023-03-01,NA
2023-04-01,301.447
2023-05-01,NA
2023-06-01,305.066
2023-07-01,NA
2023-08-01,308.336
2023-09-01,NA
2023-10-01,306.435
